上海市场（0）,,,深圳市场（1）,
103140,13沧建质,,300320,海达股份
103141,13吉利质,,300321,同大股份
103142,13渝三质,,300322,硕贝德  
103143,13泰投质,,300323,华灿光电
103144,13蓉城质,,300324,旋极信息
103145,13蓉兴质,,300325,德威新材
103146,13海发质,,300326,凯利泰  
103147,13甬东质,,300327,中颖电子
103148,13金灌质,,300328,宜安科技
103149,13镇水质,,300329,海伦钢琴
103150,13南发质,,300330,华虹计通
103151,13长兴质,,300331,苏大维格
103152,13宁禄质,,300332,天壕节能
103153,13网质01,,300333,兆日科技
103154,13网质02,,300334,津膜科技
103155,13渭城质,,300335,迪森股份
103156,13涪国质,,300336,新文化  
103158,13锡东质,,300337,银邦股份
103159,13绍城质,,300338,开元仪器
103161,13瑞水质,,300339,润和软件
103162,13济高质,,300340,科恒股份
103163,13蓉文质,,300341,麦迪电气
103164,13建城质,,300342,天银机电
103165,13洪市质,,300343,联创节能
103166,13江滨质,,300344,太空板业
103167,13滇投质,,300345,红宇新材
103168,13绍中质,,300346,南大光电
103169,13华峰质,,300347,泰格医药
103170,13厦杏质,,300348,长亮科技
103171,13长投质,,300349,金卡股份
103172,13常城质,,300350,华鹏飞  
103173,13陕有质,,300351,永贵电器
103174,13吉城质,,300352,北信源  
103175,13湘高质,,300353,东土科技
103176,13武地质,,300354,东华测试
103177,13乌高质,,300355,蒙草抗旱
103178,13集城质,,300356,光一科技
103179,13广越质,,300357,我武生物
103180,13綦东质,,300358,楚天科技
103182,13精控质,,300359,全通教育
103183,13津广质,,300360,炬华科技
103184,13京投质,,300362,天保重装
103185,13海宁质,,300363,博腾股份
103187,13泰矿质,,300365,恒华科技
103188,13邹城质,,300366,创意信息
103189,13大旅质,,300367,东方网力
103190,13奉南质,,300368,汇金股份
103191,13杭高质,,300369,绿盟科技
103192,13邗城质,,300370,安控股份
103193,13文城质,,300371,汇中股份
103194,13滨01质,,300372,欣泰电气
103195,13滨02质,,300373,扬杰科技
103196,13烟城质,,300375,鹏翎股份
103197,10朝01质,,300376,易事特  
103198,10朝02质,,300377,赢时胜  
103199,13泰交质,,300378,鼎捷软件
103200,13自高质,,300379,东方通  
103201,13南高质,,300380,安硕信息
103202,13平潭质,,300381,溢多利  
103203,13浔富质,,300382,斯莱克  
103204,13津城质,,300383,光环新网
103205,13余创质,,362410,广联投票
103206,13祥源质,,362534,杭锅投票
103207,13巴城质,,362559,亚威投票
103208,13西投质,,362626,金达投票
103209,13三门质,,362631,德尔投票
103210,13皋投质,,362663,普邦投票
103211,13甘投质,,365152,燃控投票
103212,13益高质,,365256,星星投票
103213,13德清质,,365261,雅本投票
103215,13九国质,,365289,利德投票
103216,12新查质,,072408,齐翔发债
103217,13西高质,,082408,齐翔配债
103218,13三福质,,101407,国债1407
103219,13荣经质,,,
103220,13晋能质,,,
103221,13武地质,,,
103222,13京粮质,,,
103223,13微山质,,,
103224,13朝国质,,,
103226,13闽兴质,,,
103227,13宁质01,,,
103228,13宁质02,,,
103229,13晋公质,,,
103230,12蓉兴质,,,
103231,13临海质,,,
103232,13苏海质,,,
103234,13鹏质01,,,
103235,13清河质,,,
103236,12马经质,,,
103238,13通辽质,,,
103239,13鄞城质,,,
103240,13合工质,,,
103241,13烟开质,,,
103242,13营经质,,,
103243,13常高质,,,
103244,13番交质,,,
103245,13杭运质,,,
103246,13溧城质,,,
103247,13绍交质,,,
103248,13京歌质,,,
103249,13大城质,,,
103250,13宿建质,,,
103251,13鲁信质,,,
103252,13邯交质,,,
103253,13新乡质,,,
103254,13常熟质,,,
103256,13苏泊质,,,
103257,13海浆质,,,
103258,13潞质01,,,
103259,13潞质02,,,
103260,13遂宁质,,,
103261,13鞍城质,,,
103262,13楚雄质,,,
103263,13临国质,,,
103264,13晋城质,,,
103265,13红河质,,,
103266,13哈水质,,,
103267,13金坛质,,,
103268,13渝南质,,,
103269,13渝大质,,,
103270,13渝万质,,,
103271,13金外质,,,
103272,13绥芬质,,,
103274,13徽南质,,,
103275,13龙岗质,,,
103276,13津滨质,,,
103277,13大丰质,,,
103278,13渝双质,,,
103279,13海拉质,,,
103280,13通经质,,,
103281,13石地质,,,
103283,13武新质,,,
103284,13琼洋质,,,
103285,13同煤质,,,
103286,13海航质,,,
103287,13金特质,,,
103289,13丽城质,,,
103290,13长轨质,,,
103291,13兖城质,,,
103292,13溧城质,,,
103293,13农六质,,,
103294,13苏华质,,,
103295,13宁铁质,,,
103296,13盛江质,,,
103297,13桐乡质,,,
103298,13临汾质,,,
103299,13西经质,,,
103300,13云投质,,,
103301,13日照质,,,
103302,12桂交质,,,
103303,13咸荣质,,,
103304,13合川质,,,
103305,13瓦国质,,,
103306,13鄂三质,,,
103309,13弘燃质,,,
103310,13洪水质,,,
103311,13弘湘质,,,
103312,13景德质,,,
103313,13苏家质,,,
103314,13筑铁质,,,
103315,13瓯交质,,,
103316,13新郑质,,,
103317,13华发质,,,
103318,13滨城质,,,
103319,13昌国质,,,
103321,13岳城质,,,
103322,13南城质,,,
103323,13天治质,,,
103324,13白银质,,,
103325,13京生质,,,
103326,13郑建质,,,
103327,13中电质,,,
103329,12惠国质,,,
103330,13龙工质,,,
103332,13湘振质,,,
103333,13铜城质,,,
103334,13博国质,,,
103335,13海国质,,,
103336,13渝地质,,,
103337,13铜建质,,,
103338,13闽经质,,,
103339,13渝城质,,,
103340,13张保质,,,
103342,13黔南质,,,
103343,13阳江质,,,
103345,13京煤质,,,
103348,13京谷质,,,
103349,13福东质,,,
103350,13晋煤质,,,
103351,13克州质,,,
103352,13平凉质,,,
103354,13商质02,,,
103355,13洼城质,,,
103357,13津房质,,,
103358,13蚌城质,,,
103359,13三明质,,,
103360,13成阿质,,,
103361,13京科质,,,
103362,13钦滨质,,,
103363,13郑投质,,,
103364,13临尧质,,,
103365,13昌润质,,,
103366,13汇丰质,,,
103367,13锡城质,,,
103368,13郑交质,,,
103370,13虞新质,,,
103372,09海投质,,,
103373,13平天质,,,
103374,13塔国质,,,
103375,13鄂供质,,,
103376,13渝物质,,,
103377,13渝碚质,,,
103378,13湘九质,,,
103379,13许投质,,,
103380,13曹妃质,,,
103381,09衡城质,,,
103382,10云建质,,,
103384,13雅发质,,,
103385,13龙岩质,,,
103386,13新沂质,,,
103387,13湛基质,,,
103388,13任城质,,,
103389,13资水质,,,
103390,13葫质01,,,
103391,13葫质02,,,
103392,13荆门质,,,
103393,13连顺质,,,
103394,13永城质,,,
103395,13堰城质,,,
103396,13姜发质,,,
103397,13郫国质,,,
103398,13株城质,,,
103399,13郴高质,,,
103400,13渝双质,,,
103401,13冀广质,,,
103402,13丹质01,,,
103403,13丹质02,,,
103404,13怀化质,,,
103405,13宝工质,,,
103407,13泰州质,,,
103408,13宛城质,,,
103409,13宿城质,,,
103410,13网质03,,,
103411,13网质04,,,
103412,13金利质,,,
103413,13寿城质,,,
103415,13鄂质01,,,
103416,13鄂质02,,,
103417,13江高质,,,
103418,13永利质,,,
103421,13海新质,,,
103422,13崇明质,,,
103423,13宜环质,,,
103424,13柳东质,,,
103425,13平国质,,,
103426,13澄港质,,,
103427,13临河质,,,
103428,13粤垦质,,,
103429,13亭公质,,,
103431,13普质01,,,
103432,13襄建质,,,
103433,12沪闵质,,,
103434,13渝豪质,,,
103435,13邯城质,,,
103436,13海旅质,,,
103437,13津静质,,,
103438,13冶城质,,,
103439,13六质01,,,
103440,13宁德质,,,
103441,13库质01,,,
103442,13武质01,,,
103443,13黔质01,,,
103445,13泰成质,,,
103446,13即墨质,,,
103448,13大质01,,,
103449,13常滨质,,,
103450,13周质01,,,
103451,13濮建质,,,
103452,13府谷质,,,
103454,13清质01,,,
103455,13越都质,,,
103456,13闽投质,,,
103457,13河池质,,,
103458,13镇质01,,,
103459,13随质01,,,
103460,13忻质01,,,
103461,13清远质,,,
103462,13财质01,,,
103463,13津住质,,,
103464,13易质01,,,
103465,13黄质01,,,
103466,13邕城质,,,
103467,13锦质01,,,
103468,13丰质01,,,
103469,13格尔质,,,
103470,13开质01,,,
103471,13缑质01,,,
103472,13海西质,,,
103474,14怀质01,,,
103475,13沈质01,,,
103478,14仪征质,,,
103479,14丰质01,,,
103480,14东质01,,,
103481,13镇质02,,,
103482,14京华质,,,
103483,09渝地质,,,
103485,14苏沿质,,,
103487,14邵城质,,,
103488,14吴兴质,,,
103489,14融质01,,,
103490,14首质01,,,
103491,14皋开质,,,
103492,14江夏质,,,
103494,14迁质01,,,
103495,14晟晏质,,,
103496,13丰质02,,,
103497,14扬化质,,,
103498,14金质01,,,
103499,13沈质02,,,
103500,13鹏质02,,,
103501,14皋沿质,,,
103502,14宏质01,,,
103504,11鹰投质,,,
103505,14嘉市质,,,
103509,14湘潭质,,,
103510,13开质02,,,
103511,14赣开质,,,
103512,11门投质,,,
103513,14铜旅质,,,
103514,14六开质,,,
103515,14云路质,,,
103516,14泉高质,,,
103517,14怀质02,,,
103518,13忻质02,,,
103519,14淮质01,,,
103520,14太资质,,,
103521,14泉港质,,,
103522,14连普质,,,
103523,14开城质,,,
103524,13黔质02,,,
103525,14毕开质,,,
103526,14邹平质,,,
103527,14榆神质,,,
103529,14泉台质,,,
103530,14海质01,,,
103531,14海质02,,,
103532,14甘质01,,,
103533,14酒经质,,,
103535,14眉山质,,,
103536,14莱开质,,,
103537,14伊财质,,,
103538,14麓城质,,,
103540,14汉车质,,,
103541,14文城质,,,
103542,14陆质01,,,
103543,14临港质,,,
103545,14双质01,,,
103546,14丰质02,,,
103547,14海安质,,,
103548,14裕峰质,,,
103549,14新滨质,,,
103551,14长兴质,,,
103552,14如金质,,,
103553,14佳城质,,,
103555,14余城质,,,
103556,14余经质,,,
103557,13易质02,,,
103558,14桥质01,,,
103559,14冶城质,,,
103560,13大质02,,,
103561,14汾湖质,,,
103562,14富蕴质,,,
103563,14吉铁质,,,
103564,14兴安质,,,
103568,14株国质,,,
103569,14嘉经质,,,
103570,14首质02,,,
103571,14高新质,,,
103573,14龙岩质,,,
103574,14攀国质,,,
103578,14青莱质,,,
103580,14淮开质,,,
103582,14廊经质,,,
103584,14天质01,,,
103585,14南网质,,,
103586,14陆质02,,,
103588,14济宁质,,,
103589,14海晋质,,,
103591,14长土质,,,
103592,14并国质,,,
103593,14相城质,,,
103602,14网质01,,,
103603,14网质02,,,
103605,14温质01,,,
103606,14菏泽质,,,
103607,14津环质,,,
103610,14云铁质,,,
103613,14长建质,,,
103999,13武续质,,,
104000,07长电质,,,
104001,07海工质,,,
104003,07华质2 ,,,
104004,07华质3 ,,,
104006,08金地质,,,
104007,08莱钢质,,,
104008,08华能质,,,
104014,09豫园质,,,
104015,09长电质,,,
104016,09中材质,,,
104017,09大唐质,,,
104018,09中质G1,,,
104019,09中质G2,,,
104020,09复地质,,,
104021,09广汇质,,,
104022,09城控质,,,
104023,09万业质,,,
104024,09国阳质,,,
104025,09首置质,,,
104026,09福田质,,,
104028,09华发质,,,
104029,09万通质,,,
104030,09京综质,,,
104032,09隧道质,,,
104033,09富力质,,,
104034,09中企质,,,
104035,09苏高质,,,
104036,09沪江质,,,
104037,09三友质,,,
104038,09宁高质,,,
104039,09皖通质,,,
104040,09黄浦质,,,
104041,09招金质,,,
104043,09紫江质,,,
104044,10连云质,,,
104045,10中质G1,,,
104046,10中质G2,,,
104047,10首质01,,,
104048,10首质02,,,
104049,10营口质,,,
104050,10杉杉质,,,
104051,石化质01,,,
104052,石化质02,,,
104053,10泰豪质,,,
104054,10中铁Z3,,,
104055,10中铁Z4,,,
104056,10龙质01,,,
104057,10龙质02,,,
104058,10豫园质,,,
104059,10重钢质,,,
104061,11西01质,,,
104062,11西02质,,,
104063,11龙01质,,,
104064,11龙02质,,,
104065,11上港质,,,
104066,11大01质,,,
104067,11南钢质,,,
104068,11海01质,,,
104069,11海02质,,,
104070,11海01质,,,
104071,11海02质,,,
104072,11大连质,,,
104073,11云维质,,,
104074,11士兰质,,,
104075,11柳钢质,,,
104076,11康恩质,,,
104077,11西钢质,,,
104078,11东阳质,,,
104079,11上02质,,,
104080,11康美质,,,
104081,11星湖质,,,
104082,11发展质,,,
104083,11天威质,,,
104084,11湘电质,,,
104085,11深高质,,,
104086,11正泰质,,,
104087,11凌钢质,,,
104089,11马01质,,,
104090,11马02质,,,
104091,11重机质,,,
104093,11中孚质,,,
104094,11海正质,,,
104095,11杭钢质,,,
104096,11健康质,,,
104097,11浦路质,,,
104098,11八钢质,,,
104099,11连质02,,,
104100,11华仪质,,,
104102,11广01质,,,
104103,11航质01,,,
104105,11安质02,,,
104106,11唐01质,,,
104107,11安质01,,,
104108,11新质01,,,
104109,11新质02,,,
104110,11众和质,,,
104111,11永泰质,,,
104112,11沪大质,,,
104113,11新钢质,,,
104114,11一重质,,,
104115,11华质01,,,
104116,11华质02,,,
104117,11闽高质,,,
104118,12兴质01,,,
104119,12兴质02,,,
104121,11日照质,,,
104122,11精工质,,,
104123,11化质01,,,
104124,11化质02,,,
104125,11美兰质,,,
104126,11庞质02,,,
104127,11欧亚质,,,
104128,11武钢质,,,
104129,12酒钢质,,,
104130,11航质01,,,
104131,11片仔质,,,
104132,12鹏博质,,,
104133,11柳化质,,,
104135,12宝泰质,,,
104136,11复星质,,,
104138,11桂质01,,,
104139,11洪水质,,,
104140,12宁质01,,,
104141,12天质01,,,
104143,12亿质01,,,
104144,12鲁信质,,,
104145,11桂质02,,,
104146,12华质01,,,
104147,12华质02,,,
104148,11吉高质,,,
104149,12石质01,,,
104150,12石质02,,,
104151,12电质01,,,
104152,12电质02,,,
104153,12京质01,,,
104154,12京质02,,,
104155,12天富质,,,
104156,12厦工质,,,
104157,12广质01,,,
104158,12西钢质,,,
104159,12亿质02,,,
104161,12申02质,,,
104162,12中孚质,,,
104163,12鄂资质,,,
104164,12通威质,,,
104165,12电质03,,,
104166,12电质04,,,
104167,12兖01质,,,
104168,12兖02质,,,
104170,12江药质,,,
104171,12海质01,,,
104172,12海质02,,,
104173,12交质01,,,
104174,12交质02,,,
104175,12交质03,,,
104176,12中储质,,,
104177,12科质01,,,
104178,12科质02,,,
104179,12科质03,,,
104180,12旋风质,,,
104181,12山鹰质,,,
104182,12九州质,,,
104183,12集01质,,,
104184,12重01质,,,
104185,12力质01,,,
104186,12力质02,,,
104187,12玻纤质,,,
104188,12华质03,,,
104189,12王01质,,,
104190,12王02质,,,
104191,12桂01质,,,
104192,12桂02质,,,
104193,12水01质,,,
104194,12水02质,,,
104195,12海质03,,,
104196,12海质04,,,
104197,12华天质,,,
104198,12能质01,,,
104199,12能质02,,,
104200,12晋兰质,,,
104201,12滦质01,,,
104202,12螺01质,,,
104203,12螺02质,,,
104204,12双良质,,,
104205,12沪交质,,,
104206,12赛轮质,,,
104207,12骆驼质,,,
104208,12招金质,,,
104209,12油01质,,,
104210,12油02质,,,
104211,12油03质,,,
104212,12京江质,,,
104213,12松建质,,,
104214,12大秦质,,,
104215,12永01质,,,
104216,12桐昆质,,,
104217,12渝水质,,,
104218,12航质01,,,
104219,12榕泰质,,,
104220,12重质01,,,
104221,12重质02,,,
104222,12永质02,,,
104223,12气01质,,,
104224,12气02质,,,
104225,12拖01质,,,
104226,12宝科质,,,
104227,13尖质01,,,
104228,13天质01,,,
104229,12控01质,,,
104230,12沪海质,,,
104231,12上电质,,,
104232,12招质01,,,
104233,12招质02,,,
104234,12招质03,,,
104235,12芜湖质,,,
104236,12哈质01,,,
104237,12西资质,,,
104238,13宁质01,,,
104239,13中01质,,,
104240,13中02质,,,
104241,12东01质,,,
104242,12广质01,,,
104243,12广质02,,,
104244,12大质01,,,
104245,13甬热质,,,
104247,13福质01,,,
104248,13福质02,,,
104249,13平煤质,,,
104250,13和质01,,,
104251,13车01质,,,
104252,13车02质,,,
104253,12拖02质,,,
104254,12拜质01,,,
104255,13赣01质,,,
104257,12岳质01,,,
104258,13云煤质,,,
104259,13信质01,,,
104260,13信质02,,,
104261,13华质01,,,
104262,13华质02,,,
104263,12豫质01,,,
104264,13京客质,,,
104265,13路桥质,,,
104266,13信质03,,,
104267,13永泰质,,,
104268,12航质02,,,
104269,12航质03,,,
104270,13安信质,,,
104271,12兖03质,,,
104272,12兖04质,,,
104273,13鲁质01,,,
104274,11航质02,,,
104275,13京质01,,,
104276,13魏质01,,,
104277,13华质01,,,
104278,13华质02,,,
104279,13外质01,,,
104280,13通质01,,,
104281,13通质02,,,
104282,13通质03,,,
104283,13盛屯质,,,
104285,13杉杉质,,,
104286,13中信质,,,
104288,13东吴质,,,
104289,13照港质,,,
104290,13包质01,,,
104292,13兴质01,,,
104293,13兴质02,,,
104294,12鲁创质,,,
104500,12郴城质,,,
104501,12寿财质,,,
104502,12哈合质,,,
104503,12并龙质,,,
104504,12通天质,,,
104505,12绍袍质,,,
104506,12吴交质,,,
104507,12玉交质,,,
104508,12兴林质,,,
104509,12白中质,,,
104510,12靖新质,,,
104513,12伟星质,,,
104514,12金融质,,,
104515,12庆城质,,,
104518,12保利质,,,
104519,12锡经质,,,
104520,12唐城质,,,
104521,12筑金质,,,
104522,12兴城质,,,
104523,12亮01质,,,
104524,12亮02质,,,
104525,12沪嘉质,,,
104526,12永川质,,,
104527,12温国质,,,
104530,12七城质,,,
104531,12太科质,,,
104532,12宜财质,,,
104533,12平城质,,,
104535,12苏飞质,,,
104536,12慈国质,,,
104537,12克城质,,,
104538,12榕城质,,,
104539,12阜城质,,,
104540,12浦口质,,,
104541,12宁上质,,,
104542,12阿信质,,,
104543,12钦开质,,,
104544,12渝长质,,,
104545,12蒙高质,,,
104546,12宁高质,,,
104547,12曲靖质,,,
104549,12邳润质,,,
104550,12苏信质,,,
104551,12东泰质,,,
104552,12新业质,,,
104553,12虞交质,,,
104554,12定海质,,,
104555,12常经质,,,
104556,12咸宁质,,,
104557,12株高质,,,
104558,12昆质01,,,
104559,12昆质02,,,
104560,12淄城质,,,
104561,12饶城质,,,
104562,12伊春质,,,
104563,12毫州质,,,
104564,12椒江质,,,
104565,12邵城质,,,
104566,12库城质,,,
104567,12清河质,,,
104568,12随州质,,,
104569,12津生质,,,
104570,12滇水质,,,
104571,12兴国质,,,
104572,12蓉投质,,,
104573,12牡国质,,,
104574,12淮开质,,,
104575,12肥城质,,,
104577,12苏相质,,,
104578,12长宁质,,,
104579,09远洋质,,,
104581,12津南质,,,
104582,12湘九质,,,
104583,12遵投质,,,
104584,12松城质,,,
104585,12新海质,,,
104586,12中交质,,,
104587,12遵桥质,,,
104588,12益城质,,,
104589,12毕信质,,,
104590,12鹤城质,,,
104591,12常交质,,,
104592,12乌国质,,,
104593,12衡城质,,,
104594,12泉质01,,,
104595,12泉质02,,,
104596,12沪城质,,,
104597,12宝钛质,,,
104598,12荆门质,,,
104599,12梵投质,,,
104600,12鑫泰质,,,
104601,12白山质,,,
104602,12松城质,,,
104603,12穗经质,,,
104604,12吉铁质,,,
104606,12顺鑫质,,,
104607,12渝地质,,,
104608,12西永质,,,
104609,12扬城质,,,
104610,12乐清质,,,
104611,12蓉质01,,,
104612,12蓉质02,,,
104613,12乌海质,,,
104614,12渝缙质,,,
104615,12百色质,,,
104616,12黔铁质,,,
104617,12襄投质,,,
104618,12统众质,,,
104619,12迁安质,,,
104620,12乌城质,,,
104621,12赣城质,,,
104622,12锦城质,,,
104623,12旅建质,,,
104625,12升华质,,,
104626,12海恒质,,,
104627,12京建质,,,
104628,12东投质,,,
104629,12平发质,,,
104630,12惠投质,,,
104631,12晋国质,,,
104632,12江阴质,,,
104633,12嘉经质,,,
104634,12芜质01,,,
104635,12芜质02,,,
104636,12连发质,,,
104637,12鑫城质,,,
104638,12华信质,,,
104639,12绍新质,,,
104641,12武进质,,,
104642,12朝阳质,,,
104643,12海资质,,,
104644,12铁岭质,,,
104645,12苏园质,,,
104648,12宣国质,,,
104649,12长建质,,,
104650,12泰能质,,,
104652,12杨农质,,,
104654,12昆钢质,,,
104655,12铜建质,,,
104658,12盘锦质,,,
104659,12石质06,,,
104660,12石质07,,,
104661,12怀化质,,,
104662,12合桃质,,,
104663,12科发质,,,
104664,12葫芦质,,,
104665,12镇交质,,,
104666,12国01质,,,
104667,12国02质,,,
104668,12凉国质,,,
104669,12桂林质,,,
104670,12新盛质,,,
104671,12扬子质,,,
104672,12西城质,,,
104675,12杭城质,,,
104676,12滨江质,,,
104677,12江宁质,,,
104678,12扬化质,,,
104679,12河套质,,,
104680,12昆建质,,,
104681,12合农质,,,
104682,12营口质,,,
104683,12春和质,,,
104684,12合高质,,,
104685,12吉城质,,,
104686,12白药质,,,
104687,12金坛质,,,
104688,12华通质,,,
104689,12宿开质,,,
104690,12三胞质,,,
104691,12武清质,,,
104692,12漳路质,,,
104693,12佳城质,,,
104694,12兴荣质,,,
104695,12五国质,,,
104697,11太资质,,,
104701,12余城质,,,
104702,12海安质,,,
104703,12鞍城质,,,
104704,12江都质,,,
104705,12苏交质,,,
104706,12海门质,,,
104707,12泰兴质,,,
104708,12伊旗质,,,
104709,12绵阳质,,,
104710,12济城质,,,
104711,12郑新质,,,
104712,12中航质,,,
104713,12冀交质,,,
104716,12莆田质,,,
104717,12泉矿质,,,
104718,12渝南质,,,
104719,12龙交质,,,
104720,12甬城质,,,
104721,12辽国质,,,
104722,12淮水质,,,
104723,12石质05,,,
104724,12攀国质,,,
104725,12宿产质,,,
104726,12柳东质,,,
104727,12东胜质,,,
104728,12徐经质,,,
104729,12江泉质,,,
104730,12晋江质,,,
104731,12镇经质,,,
104732,12九江质,,,
104733,11京质01,,,
104734,11京质02,,,
104735,11六安质,,,
104736,12石质03,,,
104737,12石质04,,,
104740,12延城质,,,
104742,12鲁高质,,,
104743,12华发质,,,
104744,11本溪质,,,
104745,12方01质,,,
104746,12方02质,,,
104747,12晋煤质,,,
104748,12石质01,,,
104749,12石质02,,,
104750,12常经质,,,
104751,11冀新质,,,
104752,11大丰质,,,
104753,12姜国质,,,
104754,11通化质,,,
104755,12潭城质,,,
104756,12甘农质,,,
104757,11丹东质,,,
104758,11张保质,,,
104759,11泰豪质,,,
104760,12渝富质,,,
104761,11萧国质,,,
104762,11吴江质,,,
104763,11淮产质,,,
104764,11泛01质,,,
104765,11泛02质,,,
104766,11宜建质,,,
104767,11盐城质,,,
104768,11兰城质,,,
104769,11龙海质,,,
104770,11国01质,,,
104771,11国02质,,,
104772,11山煤质,,,
104773,11滨质01,,,
104774,11滨质02,,,
104775,11咸城质,,,
104776,11新光质,,,
104777,11吴中质,,,
104778,11建发质,,,
104779,11株城质,,,
104780,11长高质,,,
104781,11永州质,,,
104782,11宁农质,,,
104783,11苏中质,,,
104784,11中兴质,,,
104786,11联想质,,,
104787,11赣铁质,,,
104788,11三明质,,,
104789,11象屿质,,,
104790,11诸暨质,,,
104792,11邯郸质,,,
104793,11扬开质,,,
104794,11海城质,,,
104796,11冀01质,,,
104797,11冀02质,,,
104798,11泰矿质,,,
104799,11武国质,,,
104801,11焦作质,,,
104802,11辽阳质,,,
104803,11滁州质,,,
104804,11渭质01,,,
104805,11大同质,,,
104806,11渭质02,,,
104807,11东岭质,,,
104809,11准国质,,,
104812,11淮北质,,,
104813,11宁交质,,,
104814,11东营质,,,
104815,11广汇质,,,
104817,11三门质,,,
104818,11牟平质,,,
104819,11常城质,,,
104820,11潍东质,,,
104821,11吉城质,,,
104823,11舟山质,,,
104824,11中煤质,,,
104825,11景德质,,,
104826,11北港质,,,
104827,11新奥质,,,
104828,11抚州质,,,
104829,11万基质,,,
104830,11沈国质,,,
104831,11惠通质,,,
104832,11泰山质,,,
104833,11赣城质,,,
104834,11牡国质,,,
104835,11兴泸质,,,
104836,11盘锦质,,,
104837,11武经质,,,
104838,11吉利质,,,
104839,11鑫泰质,,,
104840,11临汾质,,,
104841,11渝津质,,,
104842,11合城质,,,
104843,11绥化质,,,
104844,11筑城质,,,
104845,11横店质,,,
104846,11渝富质,,,
104847,11甬交质,,,
104848,10桂林质,,,
104849,11新余质,,,
104850,11华泰质,,,
104851,10玉01质,,,
104852,10玉02质,,,
104853,10太重质,,,
104854,11中汇质,,,
104855,11渝轻质,,,
104856,11株高质,,,
104857,10九华质,,,
104858,10盐质01,,,
104859,10盐质02,,,
104860,10龙源质,,,
104861,09陕煤质,,,
104862,10闽能质,,,
104863,10榆城质,,,
104864,11外滩质,,,
104865,10苏海质,,,
104866,10杭交质,,,
104867,11石城质,,,
104868,10沈煤质,,,
104869,10沪化质,,,
104871,10镇交质,,,
104872,10复星质,,,
104873,10通经质,,,
104874,10红质01,,,
104875,10红质02,,,
104876,11海控质,,,
104877,10渝南质,,,
104880,10天业质,,,
104881,10吴江质,,,
104882,10宁高质,,,
104883,10楚雄质,,,
104884,10西子质,,,
104885,10冀交质,,,
104886,10云投质,,,
104887,10渝交质,,,
104888,10华靖质,,,
104889,10冶色质,,,
104890,10凯迪质,,,
104891,10通辽质,,,
104892,10寿光质,,,
104893,10丹东质,,,
104894,10洪市质,,,
104895,10德州质,,,
104896,10芜开质,,,
104897,10襄投质,,,
104898,10攀国质,,,
104899,10浦质01,,,
104900,10浦质02,,,
104901,10营债质,,,
104902,10赤峰质,,,
104903,10盐东质,,,
104904,10长投质,,,
104905,10南昌质,,,
104906,10芜质01,,,
104907,10芜质02,,,
104908,10苏交质,,,
104909,10宜兴质,,,
104911,10鞍城质,,,
104912,10鄂国质,,,
104913,10通产质,,,
104914,09榕建质,,,
104915,10镇水质,,,
104916,10红谷质,,,
104918,10阜阳质,,,
104919,10鲁商质,,,
104921,10郴州质,,,
104922,10长高质,,,
104923,10北汽质,,,
104924,10巢湖质,,,
104925,09沈国质,,,
104926,09青国质,,,
104927,09海航质,,,
104928,09铁岭质,,,
104930,09盘锦质,,,
104931,09临海质,,,
104932,09宜城质,,,
104933,09南质1 ,,,
104934,09南质2 ,,,
104935,09南通质,,,
104936,09鹤城质,,,
104937,10辽源质,,,
104939,09吉安质,,,
104940,09咸城质,,,
104941,10镇城质,,,
104942,09江阴质,,,
104943,09高桥质,,,
104944,09株城质,,,
104945,09虞水质,,,
104946,09扬城质,,,
104947,09合建质,,,
104948,09锡交质,,,
104949,09常投质,,,
104950,09渝能质,,,
104951,09淮城质,,,
104952,09赣州质,,,
104953,09岳城质,,,
104954,09武进质,,,
104955,09谭城质,,,
104957,09蓉工质,,,
104958,09长经质,,,
104959,09清控质,,,
104960,09保利质,,,
104961,09武城质,,,
104962,09宁交质,,,
104964,09龙湖质,,,
104965,09潍投质,,,
104967,09闽漳质,,,
104968,09杭城质,,,
104969,09豫投质,,,
104971,09三质02,,,
104972,09绵投质,,,
104973,09昆创质,,,
104974,09镇城质,,,
104975,09济城质,,,
104976,09永煤质,,,
104980,09津质3 ,,,
104982,09长城质,,,
104984,09六城质,,,
104986,09春华质,,,
104988,09渝隆质,,,
104989,08渝交质,,,
104991,08海航质,,,
104995,08合建质,,,
104996,08常城质,,,
104999,08广纸质,,,
105016,08宝钢质,,,
105017,08葛洲质,,,
105018,08江铜质,,,
105019,09长虹质,,,
105710,1010基质,,,
105720,1020基质,,,
105801,海运转质,,,
105803,中海转质,,,
105804,国电转质,,,
105805,工行转质,,,
105806,中行转质,,,
105807,石化转质,,,
105808,川投转质,,,
105809,重工转质,,,
105810,南山转质,,,
105811,同仁转质,,,
105812,歌华转质,,,
105813,民生转质,,,
105814,隧道转质,,,
105815,平安转质,,,
105816,深燃转质,,,
105900,0102企质,,,
105901,0201企质,,,
105902,0204企质,,,
105906,0301企质,,,
105908,0303企质,,,
105911,0306企质,,,
105918,0485企质,,,
105919,0486企质,,,
105920,0488企质,,,
105921,0489企质,,,
105922,0490企质,,,
105923,0501企质,,,
105924,0502企质,,,
105925,0503企质,,,
105926,0505企质,,,
105927,0506企质,,,
105928,0508企质,,,
105929,0509企质,,,
105930,0510企质,,,
105931,0511企质,,,
105932,0512企质,,,
